Combination,Accuracy,Precision,Recall,F1-score
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-4', 'Flex-Right-4', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3715083798882682,0.3063639291219415,0.3715083798882682,0.2569865547884838
"('Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3715083798882682,0.1393544382371198,0.3715083798882682,0.2025796681350878
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Orientation-Right')",0.3715083798882682,0.4677826828664817,0.3715083798882682,0.2915196184119463
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Flex-Right-5', 'Orientation-Right')",0.3715083798882682,0.36621317471162734,0.3715083798882682,0.3123883572343462
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Position-Left', 'Position-Right')",0.3715083798882682,0.3494013644579117,0.3715083798882682,0.27648625534870963
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Left-4', 'Flex-Right-4', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3715083798882682,0.4446421958146238,0.3715083798882682,0.32131022508827645
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3715083798882682,0.25757833373815886,0.3715083798882682,0.2789150561620309
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left', 'Orientation-Right')",0.3715083798882682,0.4841158996186929,0.3715083798882682,0.2926612365915542
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3715083798882682,0.540810529305937,0.3715083798882682,0.30531503521468006
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Left-5', 'Position-Left', 'Orientation-Right')",0.3715083798882682,0.6029572483698367,0.3715083798882682,0.2378652333783916
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left', 'Orientation-Right')",0.3715083798882682,0.6048227717530216,0.3715083798882682,0.23152802887622242
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Position-Right')",0.3715083798882682,0.14414134814431295,0.3715083798882682,0.2061351366762341
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Position-Left', 'Position-Right')",0.3715083798882682,0.3052968639065985,0.3715083798882682,0.21034222395617638
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3715083798882682,0.14551275768564803,0.3715083798882682,0.20713505345065672
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right', 'Orientation-Right')",0.3715083798882682,0.1394317729261734,0.3715083798882682,0.2026372062854393
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3715083798882682,0.1392860375620769,0.3715083798882682,0.2025289417607865
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3715083798882682,0.49097257491112234,0.3715083798882682,0.26123559866576623
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3715083798882682,0.311616226152949,0.3715083798882682,0.28021100621569156
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Position-Left', 'Position-Right')",0.3715083798882682,0.1391796810357019,0.3715083798882682,0.2024518352561612
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Position-Left', 'Orientation-Right')",0.3715083798882682,0.28239397787930226,0.3715083798882682,0.2554578843480976
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left')",0.3715083798882682,0.30387323309523745,0.3715083798882682,0.2906442355368216
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3715083798882682,0.4158313285348544,0.3715083798882682,0.3623194511233044
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Right-5', 'Position-Right')",0.3715083798882682,0.14838181467925254,0.3715083798882682,0.20919674968990423
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Left-5', 'Position-Right', 'Orientation-Right')",0.3715083798882682,0.2880760860750663,0.3715083798882682,0.21689672714033212
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right', 'Orientation-Right')",0.3715083798882682,0.30996842170846317,0.3715083798882682,0.28634675987117086
"('Flex-Left-1', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3715083798882682,0.7858795535594748,0.3715083798882682,0.3761898102978245
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3715083798882682,0.13906259409537092,0.3715083798882682,0.20236802733256515
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right')",0.3715083798882682,0.14980880344878572,0.3715083798882682,0.21020710109885477
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3715083798882682,0.30180711831510476,0.3715083798882682,0.21680292373146035
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left')",0.3715083798882682,0.19485494519360144,0.3715083798882682,0.25509387984912285
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Position-Left', 'Position-Right')",0.3715083798882682,0.3184864120303833,0.3715083798882682,0.2928760810321209
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3715083798882682,0.19473760604260884,0.3715083798882682,0.2529573808746049
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Position-Left')",0.3687150837988827,0.3051072163649347,0.3687150837988827,0.20931271730375986
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Left-4', 'Flex-Left-5', 'Orientation-Left')",0.3687150837988827,0.2909379173990273,0.3687150837988827,0.22834467379536524
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Left-5', 'Position-Right')",0.3687150837988827,0.1474135277051814,0.3687150837988827,0.20763310701913498
"('Flex-Right-1', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left')",0.3687150837988827,0.3768968659614089,0.3687150837988827,0.2715833290093456
"('Flex-Right-2', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Orientation-Right')",0.3687150837988827,0.5392963697162653,0.3687150837988827,0.3185560517749269
"('Flex-Right-2', 'Flex-Left-4', 'Flex-Right-4', 'Position-Left', 'Orientation-Right')",0.3687150837988827,0.5397398103761871,0.3687150837988827,0.29433393857475243
"('Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Orientation-Left')",0.3687150837988827,0.28683940152828613,0.3687150837988827,0.22541087970498067
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Right-4', 'Position-Left')",0.3687150837988827,0.3766622078841766,0.3687150837988827,0.271260086902545
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right')",0.3687150837988827,0.14347957196367647,0.3687150837988827,0.20482261441629565
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3687150837988827,0.1387401881055088,0.3687150837988827,0.201402519838274
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Orientation-Right')",0.3687150837988827,0.3454679783013521,0.3687150837988827,0.28488903227997486
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-3', 'Flex-Left-4', 'Position-Left', 'Orientation-Right')",0.3687150837988827,0.7068941350793937,0.3687150837988827,0.3262444365357671
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left', 'Orientation-Right')",0.3687150837988827,0.7068941350793937,0.3687150837988827,0.3020826191923991
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4')",0.3687150837988827,0.14787757245857805,0.3687150837988827,0.20795979905784903
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Position-Right', 'Orientation-Right')",0.3687150837988827,0.13893276825274514,0.3687150837988827,0.20149407491567134
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left', 'Orientation-Right')",0.3687150837988827,0.3856650848000641,0.3687150837988827,0.28632339748387364
"('Flex-Left-2', 'Flex-Left-3', 'Flex-Right-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3687150837988827,0.541610479676363,0.3687150837988827,0.3103771900147372
"('Flex-Right-2', 'Flex-Left-4', 'Flex-Left-5', 'Flex-Right-5', 'Orientation-Left', 'Orientation-Right')",0.3687150837988827,0.27835028444049553,0.3687150837988827,0.26913525962133156
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Left-4', 'Position-Left')",0.3687150837988827,0.3116440542697526,0.3687150837988827,0.2851231119387544
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-4', 'Flex-Right-5', 'Position-Right')",0.3687150837988827,0.49017423119577946,0.3687150837988827,0.2743587937968484
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left')",0.3687150837988827,0.2520096590828925,0.3687150837988827,0.23437976584678644
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Left-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3687150837988827,0.40874916474455375,0.3687150837988827,0.3348763980735236
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3687150837988827,0.2874054649792878,0.3687150837988827,0.20661369357389903
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-3', 'Flex-Left-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3687150837988827,0.4264786007516839,0.3687150837988827,0.3380292673657494
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-4', 'Flex-Left-5', 'Position-Left', 'Orientation-Left')",0.3687150837988827,0.2744142320303103,0.3687150837988827,0.2683837564650705
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Orientation-Right')",0.3687150837988827,0.2585681619016322,0.3687150837988827,0.2555635163831331
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Position-Left', 'Orientation-Right')",0.3687150837988827,0.6055977018791264,0.3687150837988827,0.23095091957002656
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-5', 'Position-Right')",0.3687150837988827,0.14787757245857805,0.3687150837988827,0.20795979905784903
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Left-4', 'Position-Left', 'Position-Right')",0.3687150837988827,0.14074816830868972,0.3687150837988827,0.2029715820892858
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-4', 'Flex-Right-5', 'Position-Right', 'Orientation-Right')",0.3687150837988827,0.38199686796332116,0.3687150837988827,0.2851825589136893
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Position-Right', 'Orientation-Right')",0.3687150837988827,0.5644360345207345,0.3687150837988827,0.3221725261442206
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left', 'Orientation-Right')",0.3687150837988827,0.3911112406231007,0.3687150837988827,0.30439751298897494
"('Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Right', 'Orientation-Right')",0.3687150837988827,0.13893276825274514,0.3687150837988827,0.20149407491567134
"('Flex-Right-1', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Orientation-Right')",0.3687150837988827,0.33999427016186795,0.3687150837988827,0.2964360808152041
"('Flex-Left-2', 'Flex-Left-3', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left', 'Orientation-Right')",0.3687150837988827,0.48476065187047757,0.3687150837988827,0.259762029965166
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-5', 'Position-Right')",0.3687150837988827,0.15665470554248156,0.3687150837988827,0.21394926118642021
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Position-Left', 'Position-Right')",0.3687150837988827,0.1384007674510468,0.3687150837988827,0.20110540672535165
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Position-Left', 'Position-Right')",0.3687150837988827,0.13812405607924808,0.3687150837988827,0.20094496996827957
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Left-5', 'Position-Left', 'Orientation-Right')",0.3687150837988827,0.2753419301766376,0.3687150837988827,0.28567027449709015
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-4', 'Flex-Left-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3687150837988827,0.36862058961960376,0.3687150837988827,0.33374873712329856
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Orientation-Right')",0.3687150837988827,0.37213047659975035,0.3687150837988827,0.28041034440914836
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Right')",0.3687150837988827,0.14787757245857805,0.3687150837988827,0.20795979905784903
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3687150837988827,0.23968982939087918,0.3687150837988827,0.26613005663284994
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right')",0.3687150837988827,0.14835538109333307,0.3687150837988827,0.20829511233178882
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left')",0.3687150837988827,0.2977893703227787,0.3687150837988827,0.2440023124968729
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Right', 'Orientation-Right')",0.3687150837988827,0.5292649054698103,0.3687150837988827,0.2909672811223784
"('Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3687150837988827,0.47810675129941604,0.3687150837988827,0.3239954472773662
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3687150837988827,0.13823311413261336,0.3687150837988827,0.201035319540142
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right', 'Orientation-Right')",0.3687150837988827,0.32566808961489896,0.3687150837988827,0.28278400819454363
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Position-Right', 'Orientation-Right')",0.3687150837988827,0.15291079965587462,0.3687150837988827,0.2117207859454505
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right', 'Orientation-Right')",0.3687150837988827,0.40242486133637695,0.3687150837988827,0.2924037076164751
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Orientation-Right')",0.3687150837988827,0.26441091229158276,0.3687150837988827,0.22249676812817148
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left', 'Orientation-Right')",0.3687150837988827,0.43069583898012775,0.3687150837988827,0.24844014339789272
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3687150837988827,0.6084062954790855,0.3687150837988827,0.3471046344209487
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left')",0.3687150837988827,0.2952375942340285,0.3687150837988827,0.2573930951700714
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3687150837988827,0.13861523630713318,0.3687150837988827,0.2013939411468496
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3687150837988827,0.3726894601389545,0.3687150837988827,0.32326534606882407
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3687150837988827,0.373042800565029,0.3687150837988827,0.3177666985663501
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3687150837988827,0.17064591048898375,0.3687150837988827,0.2309266829327774
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3687150837988827,0.2947316030340695,0.3687150837988827,0.2118383021788054
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3')",0.3659217877094972,0.14738187671622005,0.3659217877094972,0.20671686707962453
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-4')",0.3659217877094972,0.2868153426218326,0.3659217877094972,0.24279700031400048
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Orientation-Right')",0.3659217877094972,0.5404980907774204,0.3659217877094972,0.2694513911891232
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-5', 'Position-Right')",0.3659217877094972,0.14690195873788048,0.3659217877094972,0.20638312356472283
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4')",0.3659217877094972,0.3765461138880722,0.3659217877094972,0.26618360831962473
"('Flex-Right-4', 'Flex-Left-5', 'Position-Left', 'Orientation-Left', 'Orientation-Right')",0.3659217877094972,0.28852555005224284,0.3659217877094972,0.2361787584373669
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Orientation-Right')",0.3659217877094972,0.24170436375879273,0.3659217877094972,0.2450079152171173
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-3', 'Flex-Right-4', 'Position-Left', 'Orientation-Right')",0.3659217877094972,0.2785586992651329,0.3659217877094972,0.26562408924429937
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Left-5', 'Position-Right')",0.3659217877094972,0.14690195873788048,0.3659217877094972,0.20638312356472283
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Position-Left', 'Position-Right')",0.3659217877094972,0.15095484736766712,0.3659217877094972,0.20937093441493837
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Position-Left', 'Orientation-Right')",0.3659217877094972,0.23984358452880636,0.3659217877094972,0.22831409817824116
