Combination,Accuracy,Precision,Recall,F1-score
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Position-Right')",0.3743016759776536,0.14223398777773977,0.3743016759776536,0.2055240615667526
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-5', 'Position-Right')",0.3743016759776536,0.14010625561418288,0.3743016759776536,0.20389138102452417
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.1409700598526777,0.3743016759776536,0.2045537288457644
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.1429273800774239,0.3743016759776536,0.2060371420647184
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.14073777057876433,0.3743016759776536,0.20437612506918398
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.14084930344388655,0.3743016759776536,0.20446144468490837
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3743016759776536,0.1402117435636989,0.3743016759776536,0.20397268777157046
"('Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.1409700598526777,0.3743016759776536,0.2045537288457644
"('Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Left-5', 'Position-Right')",0.3743016759776536,0.14204303246505576,0.3743016759776536,0.20537827857210492
"('Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.14063540432255517,0.3743016759776536,0.2042977451132208
"('Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.140542151495867,0.3743016759776536,0.20422628139406745
"('Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-5', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.14045796261811158,0.3743016759776536,0.2041617119379256
"('Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3743016759776536,0.14011951694000327,0.3743016759776536,0.20390160165614932
"('Flex-Right-1', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left')",0.3743016759776536,0.48070856747928675,0.3743016759776536,0.2647469316788029
"('Flex-Right-1', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left')",0.3743016759776536,0.29789152187470425,0.3743016759776536,0.25824449571141717
"('Flex-Right-1', 'Flex-Left-4', 'Flex-Right-4', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.4881607930699255,0.3743016759776536,0.26241779376662977
"('Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Position-Left', 'Orientation-Right')",0.3743016759776536,0.4989427335179882,0.3743016759776536,0.2771558724205528
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Right-5', 'Orientation-Right')",0.3743016759776536,0.37358275529140034,0.3743016759776536,0.25189271798029483
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Position-Left', 'Position-Right')",0.3743016759776536,0.14154659456551846,0.3743016759776536,0.20499306064272724
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-3', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.6893716039710607,0.3743016759776536,0.2772184895653673
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3743016759776536,0.27843948233789906,0.3743016759776536,0.25535190788424966
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Position-Right')",0.3743016759776536,0.14685690016475078,0.3743016759776536,0.20894998695035896
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Position-Right')",0.3743016759776536,0.14270026366870717,0.3743016759776536,0.20586617147938735
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-5', 'Position-Right')",0.3743016759776536,0.14063540432255517,0.3743016759776536,0.2042977451132208
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Position-Left', 'Position-Right')",0.3743016759776536,0.1402117435636989,0.3743016759776536,0.20397268777157046
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.14031659696888393,0.3743016759776536,0.20405317509110513
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3743016759776536,0.1425427458947012,0.3743016759776536,0.20587186497087842
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Position-Right')",0.3743016759776536,0.1451225885279808,0.3743016759776536,0.20767474551346485
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Position-Right')",0.3743016759776536,0.1429273800774239,0.3743016759776536,0.2060371420647184
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Left-5', 'Position-Right')",0.3743016759776536,0.14393926147407932,0.3743016759776536,0.20679531999161005
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.1498006317405277,0.3743016759776536,0.21107854916064814
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3743016759776536,0.14045796261811158,0.3743016759776536,0.2041617119379256
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Orientation-Right')",0.3743016759776536,0.3619809387769101,0.3743016759776536,0.29270379046069456
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3743016759776536,0.14685690016475078,0.3743016759776536,0.20894998695035896
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left')",0.3743016759776536,0.3768968659614089,0.3743016759776536,0.2809159114834268
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.2932727876454174,0.3743016759776536,0.27865250713518624
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.41129156196133,0.3743016759776536,0.29472983439751604
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left')",0.3743016759776536,0.5414482904260017,0.3743016759776536,0.2990971563866777
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Orientation-Right')",0.3743016759776536,0.2677636985945091,0.3743016759776536,0.23320883246693572
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-4', 'Flex-Left-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.68405536856472,0.3743016759776536,0.3087441593048215
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Position-Right')",0.3743016759776536,0.1418919703885771,0.3743016759776536,0.2052552708190964
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-5', 'Position-Right')",0.3743016759776536,0.14544624558752953,0.3743016759776536,0.20791395209634025
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-4', 'Position-Left', 'Position-Right')",0.3743016759776536,0.14204303246505576,0.3743016759776536,0.20537827857210492
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Position-Right')",0.3743016759776536,0.14450895831655403,0.3743016759776536,0.20721966626501623
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Left-5', 'Position-Right')",0.3743016759776536,0.14804167703315013,0.3743016759776536,0.20981203956418934
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.1498006317405277,0.3743016759776536,0.21107854916064814
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left')",0.3743016759776536,0.4024684645803403,0.3743016759776536,0.25542761576968226
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.15076097487342757,0.3743016759776536,0.21176343628594843
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3743016759776536,0.14227628201804768,0.3743016759776536,0.20554620649549565
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.14011951694000327,0.3743016759776536,0.20390160165614932
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3743016759776536,0.14393926147407932,0.3743016759776536,0.20679531999161005
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.14110010055582264,0.3743016759776536,0.20465300391360206
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.140542151495867,0.3743016759776536,0.20422628139406745
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.14045796261811158,0.3743016759776536,0.2041617119379256
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-5', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.14242625987784757,0.3743016759776536,0.20623962565887502
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3743016759776536,0.1401017456156948,0.3743016759776536,0.2038879055528756
"('Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.140542151495867,0.3743016759776536,0.20422628139406745
"('Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.140542151495867,0.3743016759776536,0.20422628139406745
"('Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.14045796261811158,0.3743016759776536,0.2041617119379256
"('Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.14110010055582264,0.3743016759776536,0.20465300391360206
"('Flex-Right-1', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.4568376502454715,0.3743016759776536,0.3093321033533853
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Left-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.38145494291960164,0.3743016759776536,0.26795516604801906
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.6445970894148638,0.3743016759776536,0.3013972221967316
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Position-Left', 'Position-Right')",0.3743016759776536,0.14481020984085158,0.3743016759776536,0.20744333632690443
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Flex-Right-5', 'Orientation-Right')",0.3743016759776536,0.4992959070885801,0.3743016759776536,0.2907994299466279
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Orientation-Right')",0.3743016759776536,0.3357603516266842,0.3743016759776536,0.29198155611563437
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Position-Right')",0.3743016759776536,0.14316472261941263,0.3743016759776536,0.2062154958486634
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Position-Right')",0.3743016759776536,0.1401017456156948,0.3743016759776536,0.2038879055528756
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.1493410327264196,0.3743016759776536,0.2107491393600689
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.14025933927517278,0.3743016759776536,0.20400917089005813
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3743016759776536,0.14223398777773977,0.3743016759776536,0.2055240615667526
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.1493410327264196,0.3743016759776536,0.2107491393600689
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.14045796261811158,0.3743016759776536,0.2041617119379256
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.1498006317405277,0.3743016759776536,0.21107854916064814
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3743016759776536,0.14481020984085158,0.3743016759776536,0.20744333632690443
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.2876967311476193,0.3743016759776536,0.246300822043672
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.25805071780296457,0.3743016759776536,0.27614724369201726
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Left-5', 'Position-Right')",0.3743016759776536,0.14578133835445697,0.3743016759776536,0.20816101630060455
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Position-Left', 'Position-Right')",0.3743016759776536,0.14696332405829612,0.3743016759776536,0.20908362754007
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.14049532458996802,0.3743016759776536,0.20430402996757363
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Left-4', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.1891248962528268,0.3743016759776536,0.2509027417328293
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.14154659456551846,0.3743016759776536,0.20499306064272724
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.14045796261811158,0.3743016759776536,0.2041617119379256
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right')",0.3743016759776536,0.14010599841981247,0.3743016759776536,0.20389118193457545
"('Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3743016759776536,0.2614935739760438,0.3743016759776536,0.2769756752538121
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Position-Left', 'Position-Right')",0.3743016759776536,0.14063540432255517,0.3743016759776536,0.2042977451132208
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.3792473900771364,0.3743016759776536,0.3442681386344556
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.16134918716397084,0.3743016759776536,0.2242925622898135
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3743016759776536,0.14154659456551846,0.3743016759776536,0.20499306064272724
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.14154659456551846,0.3743016759776536,0.20499306064272724
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.2882139237981969,0.3743016759776536,0.2134149078153236
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-4', 'Flex-Left-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.28906560727419583,0.3743016759776536,0.2445650652266835
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-4', 'Flex-Left-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.23926493532067972,0.3743016759776536,0.2727114759781039
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.20556410906343656,0.3743016759776536,0.25887026045067985
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.2595751197977935,0.3743016759776536,0.26989139109615184
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.6317648639827986,0.3743016759776536,0.2861917167170857
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Position-Left', 'Position-Right')",0.3743016759776536,0.3190505412399832,0.3743016759776536,0.3024568180290967
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right', 'Orientation-Right')",0.3743016759776536,0.34250335325754316,0.3743016759776536,0.26751737384470997
"('Flex-Right-1', 'Flex-Left-3', 'Flex-Right-5')",0.3715083798882682,0.14884369530294675,0.3715083798882682,0.20952486310083518
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3')",0.3715083798882682,0.14884369530294675,0.3715083798882682,0.20952486310083518
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Left-3', 'Flex-Right-3')",0.3715083798882682,0.1479333874530285,0.3715083798882682,0.20887719224257498
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Left-4', 'Position-Right')",0.3715083798882682,0.14884369530294675,0.3715083798882682,0.20952486310083518
"('Flex-Right-1', 'Flex-Left-3', 'Flex-Left-5', 'Position-Right', 'Orientation-Right')",0.3715083798882682,0.2129931818973651,0.3715083798882682,0.20716069579964372
"('Flex-Right-1', 'Flex-Left-3', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.3715083798882682,0.13907885442753484,0.3715083798882682,0.20237895008441065
"('Flex-Right-1', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Orientation-Right')",0.3715083798882682,0.348686955502598,0.3715083798882682,0.28901138812710025
"('Flex-Left-2', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Orientation-Left')",0.3715083798882682,0.2898939082679094,0.3715083798882682,0.2321462614020137
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Position-Right', 'Orientation-Right')",0.3715083798882682,0.3150542573924233,0.3715083798882682,0.2812083528803167
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Right-4', 'Flex-Right-5', 'Position-Right')",0.3715083798882682,0.4650149984863913,0.3715083798882682,0.28143215551369755
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-4', 'Flex-Left-5', 'Position-Left', 'Orientation-Left')",0.3715083798882682,0.2883733390416086,0.3715083798882682,0.24114625980528245
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Left-4', 'Position-Left', 'Orientation-Left', 'Orientation-Right')",0.3715083798882682,0.2893705475048396,0.3715083798882682,0.2581686322321293
"('Flex-Left-1', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left', 'Orientation-Left', 'Orientation-Right')",0.3715083798882682,0.2893996286706242,0.3715083798882682,0.2557816135485484
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Position-Left', 'Position-Right')",0.3715083798882682,0.141048953073152,0.3715083798882682,0.2038599702794591
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Left-5', 'Position-Left', 'Orientation-Right')",0.3715083798882682,0.3733313731255513,0.3715083798882682,0.286656392474154
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Left-5', 'Position-Right', 'Orientation-Right')",0.3715083798882682,0.14265399357175926,0.3715083798882682,0.2060085061375813
"('Flex-Right-1', 'Flex-Right-2', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right', 'Orientation-Right')",0.3715083798882682,0.4025260238736385,0.3715083798882682,0.29125728202505874
"('Flex-Right-1', 'Flex-Left-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Right', 'Orientation-Right')",0.3715083798882682,0.13983139138311929,0.3715083798882682,0.20293589219670854
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Orientation-Right')",0.3715083798882682,0.45599702385657176,0.3715083798882682,0.2992355339737257
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-2', 'Flex-Left-4', 'Flex-Left-5', 'Position-Left', 'Position-Right')",0.3715083798882682,0.44236553633508674,0.3715083798882682,0.2647451172575484
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-5', 'Position-Left')",0.3715083798882682,0.13995413292940811,0.3715083798882682,0.20302781346159593
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Right-5', 'Position-Right')",0.3715083798882682,0.1474981782851591,0.3715083798882682,0.20856610800744876
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-4', 'Flex-Left-5', 'Orientation-Right')",0.3715083798882682,0.3804151156753713,0.3715083798882682,0.2310183930422492
"('Flex-Left-1', 'Flex-Right-1', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right')",0.3715083798882682,0.14480380122086664,0.3715083798882682,0.20661930737831244
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Left-4', 'Flex-Left-5', 'Flex-Right-5', 'Orientation-Left', 'Orientation-Right')",0.3715083798882682,0.2720312618871866,0.3715083798882682,0.2752908520933145
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Position-Right')",0.3715083798882682,0.1417029215176933,0.3715083798882682,0.20433456159118824
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Position-Left', 'Position-Right')",0.3715083798882682,0.1452910433155091,0.3715083798882682,0.20703048896207235
"('Flex-Right-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right', 'Orientation-Right')",0.3715083798882682,0.39479841655245346,0.3715083798882682,0.2875888676236135
